번호,상호,도로명주소,지번주소
2982,행운이랑대박이랑,경기 수원시 장안구 만석로 99 정자부동산,경기 수원시 장안구 정자동 333-5
2983,종합복권슈퍼,경기 시흥시 마유로 336,경기 시흥시 정왕동 1735-2번지
2984,까치복권방,경기 시흥시 중심상가로 326,경기 시흥시 정왕동 1782-18번지
2985,용꿈돼지꿈복권방,경기 시흥시 하중로 235,경기 시흥시 하중동 873-3번지
2986,행운복권마트,경기 안산시 상록구 감골로 141 ,경기 안산시 상록구 사동 1339-2
2987,드림메드,경기 안산시 상록구 월피로 56,경기 안산시 상록구 월피동 452-11번지
2988,대박복권방,경기 안산시 단원구 신길중앙로1길 40,경기 안산시 단원구 신길동 1397번지
2989,휴먼복권방,경기 안산시 단원구 당곡로 9,경기 안산시 단원구 고잔동 530-3번지
2990,이지복권,경기 안산시 단원구 동산로 63 이마트,경기 안산시 단원구 원시동 773-9
2991,복권명당,경기 안산시 단원구 선부로 258,경기 안산시 단원구 와동 760-5번지
2992,복권명당,경기 안산시 상록구 광덕산2로 25,경기 안산시 상록구 월피동 492-11번지
2993,송가상사,경기 안산시 단원구 중앙대로 462,경기 안산시 단원구 원곡동 377-1번지
2994,보물섬복권방,경기 안산시 상록구 도매시장로 39,경기 안산시 상록구 이동 529-4번지
2995,노다지복권방,경기 안산시 단원구 와동로 17 ,경기 안산시 단원구 와동 721-4
2996,파랑새복권판매점,경기 안산시 상록구 본이로 57,경기 안산시 상록구 본오동 769-18
2997,복권명당,경기 안산시 상록구 건건로 41,경기 안산시 상록구 건건동 646-3번지
2998,운수대통,경기 안산시 상록구 부곡로 132,경기 안산시 상록구 부곡동 643-8번지
2999,대박미니수퍼,경기 안성시 중앙대학로 121 ,경기 안성시 대덕면 내리 689-7
3000,올웨이복권방편의점,경기 안양시 만안구 박달로 528-1,경기 안양시 만안구 박달동 68-29번지
3001,주택복권방,경기 안양시 만안구 장내로 106,경기 안양시 만안구 안양동 707-5
3002,행운나라복권방,경기 안양시 만안구 충훈로 95,경기 안양시 만안구 석수3동 785-14번지
3003,휴먼복권방,경기 안양시 만안구 장내로140번길 36,경기 안양시 만안구 안양1동 622-253번지
3004,복권사랑,경기 양주시 평화로 1444,경기 양주시 덕계동 462-2번지
3005,덕정리역전복권방,경기 양주시 덕정5길 18,경기 양주시 덕정동 356-4번지
3006,대박복권방,경기 양주시 가래비길 33 ,경기 양주시 광적면 가납리 728-8
3007,대박복권방,경기 연천군 전곡읍 온골로 57-1,경기 연천군 전곡읍 전곡리 480-16번지
3008,복권마당,경기 연천군 전곡읍 전곡로144번길 10,경기 연천군 전곡읍 336-76번지
3009,천복당,경기 오산시 대원로 52,경기 오산시 원동 215-3번지
3010,복권명당,경기 용인시 처인구 용문로 142,경기 용인시 처인구 김량장동 325번지
3011,주택복권방,경기 용인시 수지구 풍덕천로 144-1,경기 용인시 수지구 풍덕천동 717-3번지
3012,모현복권방,경기 용인시 처인구 백옥대로 2383,경기 용인시 처인구 모현면 왕산리 801-13번지
3013,진복권방,경기 의왕시 포일로 43,경기 의왕시 내손동 414-3
3014,가야홀인원복권방,경기 의정부시 체육로 306-14,경기 의정부시 녹양동 412-10번지
3015,황금알복권방,경기 의정부시 태평로 102-1,경기 의정부시 의정부동 26-6번지
3016,드림복권전문점,경기 평택시 평남로 651,"경기 평택시 비전동 190-1,3번지"
3017,서정천하명당,경기 평택시 송탄로 162-1,경기 평택시 서정동 720
3018,복권방,경기 평택시 평택로 154,경기 평택시 세교동 569-8번지
3019,행운복권방,경기 포천시 솔모루로 86-1 ,경기 포천시 소흘읍 송우리 128-2
3020,로또복권방,경기 포천시 중앙로119번길 10,경기 포천시 신읍동 43-46번지
3021,예인기획,경기 화성시 3.1만세로 1127 ,경기 화성시 향남읍 평리 32-1
3022,봉담복자리복권과편의점,경기 화성시 삼천병마로 1276 ,경기 화성시 봉담읍 상리 27-11
3023,명성복권방,경기 화성시 경기대로 1043 ,경기 화성시 진안동 525-58
3024,시외버스매표소,경기 남양주시 경춘로1306번길 7,경기 남양주시 평내동 201-2
3025,필텍시스템,경기 고양시 덕양구 토당로 130,경기 고양시 덕양구 토당동 251-16
3026,24시편의점,경기 고양시 덕양구 은빛로 53,경기 고양시 덕양구 화정동 908번지
3027,월드25,경기 고양시 덕양구 화신로260번길 66 한빛 하이죤,경기 고양시 덕양구 화정동 975
3028,이마트24 일산덕이점,경기 고양시 일산서구 미래로 164 ,경기 고양시 일산서구 덕이동 548
3029,마두24마트,경기 고양시 일산동구 산두로 3-11,경기 고양시 일산동구 마두동 913
3030,1등로또토토,경기 고양시 일산동구 일산로 153,경기 고양시 일산동구 백석동 1186
3031,오렌지25,경기 고양시 일산서구 고봉로 291,경기 고양시 일산서구 일산동 555-1번지
3032,ALWAYSMART,경기 고양시 일산동구 백마로 501-2,경기 고양시 일산동구 풍동 150번지
3033,우리복권방,경기 구리시 경춘로 171,경기 구리시 교문동 241-8번지
3034,금호마트,경기 구리시 검배로29번길 8,경기 구리시 수택동 515-2
3035,24시슈퍼,경기 군포시 번영로 497 금화프라자,경기 군포시 산본동 1142-5
3036,행운복권방,경기 김포시 서암로 139,경기 김포시 통진읍 서암리 431-14
3037,모든정보통신,경기 남양주시 비룡로 331,경기 남양주시 화도읍 가곡리 168-3
3038,해뜰날,경기 동두천시 중앙로 134-30 ,경기 동두천시 지행동 694-4
3039,그린슈퍼,경기 부천시 심곡로 98,경기 부천시 심곡본1동 810-7번지
3040,내동마트24시복권방,경기 부천시 평천로751번길 18,경기 부천시 내동 57-14
3041,Q복권방,경기 부천시 옥산로 152,경기 부천시 도당동 279-1번지
3042,대박천국,경기 부천시 수도로 194 중앙블리체,경기 부천시 도당동 43
3043,대한복권,경기 부천시 부천로 52 ,경기 부천시 심곡동 161-1
3044,대박,경기 부천시 지봉로 114,경기 부천시 역곡동 85-7번지
3045,창대마트,경기 부천시 원미구 원미로 198,경기 부천시 원미구 원미동 1-2
3046,복권천하,경기 부천시 조마루로285번길 34,경기 부천시 중동 1129번지
3047,아이지에이마트 분당차병원점,경기 성남시 분당구 야탑로69번길 3,경기 성남시 분당구 야탑동 354-6
3048,노다지복권방(태평),경기 성남시 수정구 남문로 57,경기 성남시 수정구 태평동 3920-1번지
3049,성진,경기 성남시 수정구 모란로 91,경기 성남시 수정구 태평동 7186번지
3050,케이케이물류,경기 수원시 팔달구 동말로 60 ,경기 수원시 팔달구 화서동 108-2
3051,천하명당,경기 시흥시 신천3길 26-1,경기 시흥시 신천동 760-7번지
3052,복권전문점,경기 시흥시 진말로9번길 2,경기 시흥시 장곡동 820-3번지
3053,로또,경기 안산시 상록구 부곡로 21,경기 안산시 상록구 부곡동 692-5번지
3054,로또슈퍼,경기 안산시 상록구 광덕1로 326,경기 안산시 상록구 사동 1517-2번지
3055,천둥마트,경기 안산시 단원구 지곡로 32,경기 안산시 단원구 선부동 993-14
3056,천하명당,경기 안양시 동안구 부림로 121 동아프라자아케이드,경기 안양시 동안구 관양동 1608-4
3057,나라통신,경기 오산시 오산로 200 OK노래연습장,경기 오산시 원동 777-15
3058,복권방,경기 용인시 기흥구 신갈로68번길 24,경기 용인시 기흥구 신갈동 51번지
3059,천하제일명당,경기 용인시 기흥구 중부대로 376,경기 용인시 기흥구 신갈동 68-6
3060,강남슈퍼,경기 의정부시 의정로 193,경기 의정부시 가능동 672-22번지
3061,GS25신곡본점,경기 의정부시 회룡로 223,경기 의정부시 신곡동 725-6번지
3062,운정대박마트 복권,경기 파주시 가람로 20,경기 파주시 와동동 1308번지
3063,코사마트역전점,경기 평택시 중앙2로 1 ,경기 평택시 평택동 46-4
3064,에스마트평택점,경기 평택시 평택로76번길 3 ,경기 평택시 평택동 71-2
3065,훼미리마트,경기 포천시 중앙로 148,경기 포천시 신읍동 201-16
3066,한방복권방,경기 화성시 용주로 25,경기 화성시 안녕동 19-12
3067,율암25시편의점,경기 화성시 시청로 822,경기 화성시 팔탄면 율암리 481-5
3068,CITY(씨티),경기 고양시 일산동구 고양대로 1034 ,경기 고양시 일산동구 식사동 859-2
3069,베스토아,경기 성남시 분당구 내정로166번길 43,경기 성남시 분당구 수내동 63-1
3070,천하명당,경기 포천시 소흘읍 송우로 38,경기 포천시 소흘읍 송우리 208-3번지
3071,협신복권방,경기 여주시 도예로 28 ,경기 여주시 현암동 196-2
3072,대박예감,경기 화성시 영통로 36,경기 화성시 반월동 64-3
3073,복권나라,강원 춘천시 퇴계로145번길 11-15 ,강원 춘천시 퇴계동 959-1
3074,로또토토대박,강원 원주시 무실로 78 ,강원 원주시 일산동 154-112
3075,복권세상도영점,강원 원주시 예술관길 3 ,강원 원주시 명륜동 422
3076,행운복권방,강원 인제군 북면 금강로 23,강원 인제군 북면 원통리 681-5번지
3077,오복 복권,강원 강릉시 율곡로 2807,강원 강릉시 옥천동 76-3번지
3078,유명복권대박,강원 강릉시 율곡로 2793,강원 강릉시 성남동 27-4번지
3079,동해복권방,강원 강릉시 하평길 40,강원 강릉시 포남동 1186-1번지
3080,복권명가,강원 동해시 송정로 47-1,강원 동해시 송정동 841-6번지
3081,용꿈돼지꿈복권전문점,강원 동해시 중앙로 234,강원 동해시 천곡동 855번지
3082,복권천하 미스터잉크동해점,강원 동해시 발한로 35,강원 동해시 부곡동 75-7
3083,불티나,강원 춘천시 후석로462번길 94-1,강원 춘천시 후평동 160
3084,봉의산마트,강원 춘천시 춘천로 326 ,강원 춘천시 후평동 727-3
3085,우리마트,강원 춘천시 애막골길20번길 1 ,강원 춘천시 석사동 756-1
3086,그린스토아,강원 춘천시 중앙로 41-3 ,강원 춘천시 중앙로1가 74
3087,천하명당,강원 춘천시 삭주로 126-1 ,강원 춘천시 후평동 842-7
3088,대광슈퍼마켓,강원 원주시 단구초교길 23 ,강원 원주시 단구동 81-7
3089,써니복권유통,강원 원주시 배울로 17 ,강원 원주시 반곡동 2056-3
3090,나눔로또왕대박,강원 원주시 남원로 70 ,강원 원주시 흥업면 흥업리 586-10
3091,유성로또복권상회,강원 원주시 평원로 45,강원 원주시 중앙동 82-1
3092,신덕슈퍼,강원 원주시 상지대길 65 ,강원 원주시 우산동 201-34
3093,원일식품,강원 원주시 중앙로 76 ,강원 원주시 중앙동 181-1
3094,홍익슈퍼,강원 강릉시 가작로 311,강원 강릉시 포남동 1081-11번지
3095,동명수퍼,강원 속초시 중앙로 205 ,강원 속초시 동명동 458-6
3096,설악슈퍼,강원 속초시 중앙시장로 116,강원 속초시 중앙동 471-65번지
3097,데일리 씨브이에스(DAILY CVS),강원 원주시 신지정로 322-1 ,강원 원주시 지정면 가곡리 1497-1
3098,데일리,강원 원주시 단구로 413 현진에버빌5차,강원 원주시 단구동 1682-1
3099,데일리마켓한신점,강원 원주시 서원대로 383 한신프라자,강원 원주시 개운동 451-4
3100,창원편의점,강원 원주시 모란1길 69 ,강원 원주시 우산동 176-4
3101,세븐일레븐삼척삼원점,강원 삼척시 중앙로 185 용비타워,강원 삼척시 남양동 93-5
3102,제일복권,강원 춘천시 중앙로 45 ,강원 춘천시 중앙로1가 80
3103,일등유통,강원 속초시 중앙로 274,강원 속초시 영랑동 134-4번지
3104,해피데이,강원 춘천시 행촌로 11 한진아파트,강원 춘천시 퇴계동 917
3105,드림오피스문구,강원 춘천시 퇴계로 213 ,강원 춘천시 석사동 796-14
3106,바른손(퇴계점),강원 춘천시 퇴계로 168,강원 춘천시 퇴계동 983
3107,스타복권판매점,강원 춘천시 방송길 104,강원 춘천시 온의동 589-2
3108,미스터잉크,강원 원주시 무실로 52 ,강원 원주시 일산동 151-2
3109,서울복권,강원 강릉시 솔올로5번길 47,강원 강릉시 교동 1883-6
3110,D-마트 담배,강원 속초시 조양상가길 25,강원 속초시 조양동 1498-2번지
3111,복권나라,강원 춘천시 춘천로 286-1 ,강원 춘천시 후평동 687-20
3112,횡성섬강로또,강원 횡성군 섬강로 4,강원 횡성군 횡성읍 읍하리 377-12
3113,꿈로또복권전문점,강원 강릉시 옥천로 47,강원 강릉시 옥천동 287-14번지
3114,로또한마당,강원 철원군 명성로 172-1,강원 철원군 갈말읍 신철원리 984-1
3115,거진터미널로또복권판매점,강원 고성군 거진길 21-2,강원 고성군 거진읍 거진리 304-6번지
3116,황금돼지복권방,강원 철원군 금학로157번길 23-10,강원 철원군 동송읍 이평리 765-5
3117,운수대통복권방,강원 춘천시 후석로 52 ,강원 춘천시 석사동 671-5
3118,노다지유통,강원 춘천시 남춘로 57 ,강원 춘천시 효자동 710-14
3119,노다지복권,강원 횡성군 문정로 52 ,강원 횡성군 횡성읍 읍상리 270-4
3120,GS25 동해삼화점,강원 동해시 삼화1길 37 ,강원 동해시 이로동 100-2
